policy_key,policy_label,mechanism,sequence_number,event_id,decision_time,demand_id,category,requested_volume,event_status,solve_status,acceptance_fraction,accepted_volume,current_realised_revenue,optimisation_objective,future_expected_revenue,forecast_count,protected_forecast_count,selected_protection_volume,forecast_ids,protected_forecast_ids,rerouted_prior_demand_ids,released_arc_ids
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,15,booking::0015::K0008,1,K0008,F,8,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,16,booking::0016::K0013,1,K0013,R,5,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,17,booking::0017::K0014,1,K0014,F,4,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,18,booking::0018::K0015,1,K0015,F,1,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,19,booking::0019::K0018,1,K0018,F,7,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p50,DCA-RM printed p=0.50,DCA-RM,20,booking::0020::K0020,1,K0020,R,1,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,1,booking::0001::K0001,0,K0001,P,1,solved,integer optimal solution,1,1,27.92,282.8425,254.9225,4,4,25,K0002;K0007;K0015;K0019,K0002;K0007;K0015;K0019,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,2,booking::0002::K0003,0,K0003,P,6,solved,integer optimal solution,1,6,144.18,334.02375,189.84375,4,3,19,K0002;K0007;K0015;K0019,K0002;K0007;K0015,K0001,transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,3,booking::0003::K0004,0,K0004,F,3,solved,integer optimal solution,1,3,118.08,118.08,0,0,0,0,,,K0001;K0003,transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,4,booking::0004::K0005,0,K0005,P,8,solved,integer optimal solution,0.375,3,89.07,266.3025,177.2325,4,2,16,K0002;K0007;K0015;K0019,K0002;K0007,K0001;K0003;K0004,transport::0::S1;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,5,booking::0005::K0006,0,K0006,P,5,solved,integer optimal solution,0.4,2,43.9,287.71,243.81,4,3,18,K0002;K0007;K0010;K0017,K0002;K0007;K0017,K0001;K0003;K0004;K0005,transport::0::S1;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,6,booking::0006::K0007,0,K0007,R,3,solved,integer optimal solution,1,3,140.91,370.13,229.22,11,2,15,K0002;K0008;K0009;K0010;K0013;K0014;K0015;K0017;K0018;K0019;K0020,K0017;K0018,K0001;K0003;K0004;K0005;K0006,transport::0::S1;transport::1::S2;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,7,booking::0007::K0009,0,K0009,R,3,solved,integer optimal solution,1,3,126.15,253.0175,126.8675,6,2,12,K0002;K0008;K0013;K0014;K0018;K0020,K0002;K0018,K0001;K0003;K0004;K0005;K0006;K0007,transport::0::S1;transport::1::S2;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,8,booking::0008::K0010,0,K0010,F,2,solved,integer optimal solution,1,2,67.84,164.81125,96.97125,2,2,10,K0002;K0017,K0002;K0017,K0001;K0003;K0004;K0005;K0006;K0007;K0009,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,9,booking::0009::K0011,0,K0011,R,2,solved,integer optimal solution,1,2,67.42,138.97,71.55,2,1,8,K0002;K0017,K0002,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,10,booking::0010::K0012,0,K0012,P,4,solved,optimal,0.25,1,42.19,42.19,0,0,0,0,,,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010;K0011,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,11,booking::0011::K0016,0,K0016,P,2,solved,integer optimal solution,1,2,45.4,116.95,71.55,4,1,8,K0002;K0014;K0015;K0019,K0002,K0001;K0003;K0004;K0005;K0006;K0007;K0009;K0010;K0011;K0012,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,12,booking::0012::K0017,0,K0017,R,6,failed,integer infeasible,,,,,,1,0,0,K0002,,,transport::0::S1;transport::1::S2;transport::2::S3;transport::3::S4;transport::4::S5;transport::5::S6
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,13,booking::0013::K0019,0,K0019,F,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,14,booking::0014::K0002,1,K0002,P,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,15,booking::0015::K0008,1,K0008,F,8,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,16,booking::0016::K0013,1,K0013,R,5,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,17,booking::0017::K0014,1,K0014,F,4,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,18,booking::0018::K0015,1,K0015,F,1,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,19,booking::0019::K0018,1,K0018,F,7,not-run,not-run,,,,,,0,0,0,,,,
rrm_printed_p50,DCA-RRM printed p=0.50,DCA-RRM,20,booking::0020::K0020,1,K0020,R,1,not-run,not-run,,,,,,0,0,0,,,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,1,booking::0001::K0001,0,K0001,P,1,solved,integer optimal solution,1,1,27.92,435.796,407.876,4,4,25,K0002;K0007;K0015;K0019,K0002;K0007;K0015;K0019,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,2,booking::0002::K0003,0,K0003,P,6,solved,integer optimal solution,1,6,144.18,447.93,303.75,4,3,19,K0002;K0007;K0015;K0019,K0002;K0007;K0015,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,3,booking::0003::K0004,0,K0004,F,3,solved,integer optimal solution,1,3,118.08,118.08,0,0,0,0,,,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,4,booking::0004::K0005,0,K0005,P,8,solved,integer optimal solution,0.375,3,89.07,372.642,283.572,4,2,16,K0002;K0007;K0015;K0019,K0002;K0007,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,5,booking::0005::K0006,0,K0006,P,5,solved,integer optimal solution,0.4,2,43.9,433.996,390.096,4,3,18,K0002;K0007;K0010;K0017,K0002;K0007;K0017,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,6,booking::0006::K0007,0,K0007,R,3,solved,integer optimal solution,1,3,140.91,507.662,366.752,11,2,15,K0002;K0008;K0009;K0010;K0013;K0014;K0015;K0017;K0018;K0019;K0020,K0017;K0018,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,7,booking::0007::K0009,0,K0009,R,3,solved,integer optimal solution,1,3,126.15,296.09,169.94,6,2,12,K0002;K0008;K0013;K0014;K0018;K0020,K0002;K0018,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,8,booking::0008::K0010,0,K0010,F,2,solved,integer optimal solution,8.881784197e-16,1.776356839e-15,6.025402399e-14,243.264,243.264,2,2,12,K0002;K0017,K0002;K0017,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,9,booking::0009::K0011,0,K0011,R,2,solved,integer optimal solution,1,2,67.42,222.574,155.154,2,2,10,K0002;K0017,K0002;K0017,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,10,booking::0010::K0012,0,K0012,P,4,solved,optimal,0.25,1,42.19,42.19,0,0,0,0,,,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,11,booking::0011::K0016,0,K0016,P,2,solved,integer optimal solution,1,2,45.4,171.685,126.285,4,2,10,K0002;K0014;K0015;K0019,K0002;K0014,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,12,booking::0012::K0017,0,K0017,R,6,solved,integer optimal solution,1,6,352.44,384.24,31.8,1,1,4,K0002,K0002,,
rm_printed_p80,DCA-RM printed p=0.80,DCA-RM,13,booking::0013::K0019,0,K0019,F,5,solved,integer optimal solution,0,0,0,31.8,31.8,2,1,4,K0002;K0015,K0002,,
