run_key,service_family,capacity_teu,policy_key,reproduction_class,configuration_fingerprint,demand_fingerprint,solver_backend,completed,requested_request_count,accepted_request_count,processed_booking_count,processed_status_count,ordinary_rejection_count,feasibility_rejection_count,solver_failure_count,requested_volume_teu,accepted_volume_teu,final_barge_volume_teu,truck_volume_teu,gross_revenue,truck_penalty,net_revenue,afr_arc_pct,nfr_arc_pct,afr_weighted_pct,nfr_weighted_pct,afr_sailing_peak_pct,nfr_sailing_peak_pct,vtr_pct,vfb_pct,vob_pct,voa_count_pct,voa_volume_pct,solving_time_seconds,prevalidation_available
service_family_2__capacity_10__pr,service_family_2,10,pr,controlled_substitute_input,ed1fd83348ae18b3319eb9f21bb2dbc72d370d47b9d9d6bad4774f361eccda4a,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,609,800,20,120,71,0,1076.0,794.0,794.0,0.0,194206.25,0.0,194206.25,83.03571428571429,83.03571428571429,83.03571428571429,83.03571428571429,89.46428571428572,89.46428571428572,0.0,73.7918215613383,73.7918215613383,76.125,73.7918215613383,4599.55956722697,True
service_family_2__capacity_10__fr,service_family_2,10,fr,controlled_substitute_input,ed1fd83348ae18b3319eb9f21bb2dbc72d370d47b9d9d6bad4774f361eccda4a,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,758,800,0,42,0,0,1076.0,1006.03125,799.0,207.03125,242670.703125,33491.796875,209178.90625,72.93666294642858,72.93666294642858,72.93666294642857,72.93666294642857,83.83370535714285,83.83370535714285,19.24082249070632,74.25650557620818,93.49732806691449,94.75,93.49732806691449,18839.64260109095,True
service_family_2__capacity_20__dca,service_family_2,20,dca,controlled_substitute_input,c7ed91654e185a87ce95960dc404be21ea1bbdd707b8fe7b6988748c7b0b82c7,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,54.75446428571429,54.75446428571429,54.754464285714285,54.754464285714285,71.25,71.25,0.0,100.0,100.0,100.0,100.0,35.78075382701354,True
service_family_2__capacity_20__pr,service_family_2,20,pr,controlled_substitute_input,c7ed91654e185a87ce95960dc404be21ea1bbdd707b8fe7b6988748c7b0b82c7,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,799,800,20,1,0,0,1076.0,1075.0,1075.0,0.0,252668.75,0.0,252668.75,64.97767857142858,64.97767857142858,64.97767857142857,64.97767857142857,78.66071428571428,78.66071428571428,0.0,99.90706319702602,99.90706319702602,99.875,99.90706319702602,6562.021899873973,True
service_family_2__capacity_20__fr,service_family_2,20,fr,controlled_substitute_input,c7ed91654e185a87ce95960dc404be21ea1bbdd707b8fe7b6988748c7b0b82c7,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,58.214285714285715,58.214285714285715,58.214285714285715,58.214285714285715,72.85714285714285,72.85714285714285,0.0,100.0,100.0,100.0,100.0,17118.512620811,True
service_family_2__capacity_30__dca,service_family_2,30,dca,controlled_substitute_input,fa0166cfacc1ff6f3c73ae747ddda15b833c783e98e12a9cc5f78992fbe3ea76,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,36.05654761904762,36.05654761904762,36.05654761904762,36.05654761904762,48.095238095238095,48.095238095238095,0.0,100.0,100.0,100.0,100.0,35.44893785496242,True
service_family_2__capacity_30__pr,service_family_2,30,pr,controlled_substitute_input,fa0166cfacc1ff6f3c73ae747ddda15b833c783e98e12a9cc5f78992fbe3ea76,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,43.67559523809524,43.67559523809524,43.67559523809524,43.67559523809524,56.36904761904762,56.36904761904762,0.0,100.0,100.0,100.0,100.0,6308.241900334018,True
service_family_2__capacity_30__fr,service_family_2,30,fr,controlled_substitute_input,fa0166cfacc1ff6f3c73ae747ddda15b833c783e98e12a9cc5f78992fbe3ea76,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,45.32738095238095,45.32738095238095,45.32738095238095,45.32738095238095,62.976190476190474,62.976190476190474,0.0,100.0,100.0,100.0,100.0,16758.531179306097,True
service_family_2__capacity_40__dca,service_family_2,40,dca,controlled_substitute_input,d10ac497dffaa25beabb47977d1d1a48fb204d8fff576e55da89f31e8cd6ce30,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,27.042410714285715,27.042410714285715,27.042410714285715,27.042410714285715,36.07142857142857,36.07142857142857,0.0,100.0,100.0,100.0,100.0,35.10571259108838,True
service_family_2__capacity_40__pr,service_family_2,40,pr,controlled_substitute_input,d10ac497dffaa25beabb47977d1d1a48fb204d8fff576e55da89f31e8cd6ce30,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,20,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,30.502232142857146,30.502232142857146,30.502232142857142,30.502232142857142,40.9375,40.9375,0.0,100.0,100.0,100.0,100.0,6277.495461774059,True
service_family_2__capacity_40__fr,service_family_2,40,fr,controlled_substitute_input,d10ac497dffaa25beabb47977d1d1a48fb204d8fff576e55da89f31e8cd6ce30,9987096abb4c217cd2dca3c307599e4d231c47a2e02c416a6b0ee28128626944,cplex_ce_aware,True,800,800,800,0,0,0,0,1076.0,1076.0,1076.0,0.0,252793.75,0.0,252793.75,33.22544642857142,33.22544642857142,33.22544642857143,33.22544642857143,48.30357142857143,48.30357142857143,0.0,100.0,100.0,100.0,100.0,16996.732215702068,True
