reservation_time,slot_number,forecast_id,origin,destination,availability_time,due_time,category,fare_per_teu,volume_outcomes
9,2,FC0092,A,C,13,23,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,3,FC0093,B,E,14,25,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,4,FC0094,A,B,11,21,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,5,FC0095,C,E,12,21,P,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,6,FC0096,E,A,13,24,R,625.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,7,FC0097,C,B,11,20,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,8,FC0098,C,E,13,22,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,9,FC0099,C,D,11,20,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,10,FC0100,C,B,10,20,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,1,FC0101,E,D,13,23,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,2,FC0102,E,B,14,26,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,3,FC0103,B,D,14,25,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,4,FC0104,B,A,11,19,R,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,5,FC0105,A,B,11,21,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,6,FC0106,A,C,14,24,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,7,FC0107,C,E,12,23,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,8,FC0108,E,A,16,27,P,500.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,9,FC0109,C,A,14,23,P,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,10,FC0110,A,C,12,23,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,1,FC0111,C,D,13,22,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,2,FC0112,E,C,15,24,P,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,3,FC0113,A,D,16,27,R,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,4,FC0114,A,E,15,26,F,625.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,5,FC0115,D,E,13,21,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,6,FC0116,B,C,13,22,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,7,FC0117,A,B,14,23,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,8,FC0118,B,E,15,25,R,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,9,FC0119,A,C,15,25,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,10,FC0120,D,B,14,25,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,1,FC0121,A,B,13,22,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,2,FC0122,C,E,15,25,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,3,FC0123,A,E,17,28,P,500.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,4,FC0124,D,C,13,21,F,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,5,FC0125,E,D,14,24,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,6,FC0126,B,D,15,25,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,7,FC0127,D,C,14,23,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,8,FC0128,E,B,17,28,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,9,FC0129,D,E,14,23,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,10,FC0130,E,B,17,29,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,1,FC0131,B,C,15,24,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,2,FC0132,A,C,16,26,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,3,FC0133,E,C,16,26,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,4,FC0134,E,A,17,28,R,625.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,5,FC0135,C,E,17,28,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,6,FC0136,D,B,16,27,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,7,FC0137,C,B,16,26,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,8,FC0138,A,D,17,29,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,9,FC0139,A,C,15,25,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,10,FC0140,C,B,14,22,F,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
