reservation_time,slot_number,forecast_id,origin,destination,availability_time,due_time,category,fare_per_teu,volume_outcomes
5,2,FC0052,D,B,9,18,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,3,FC0053,C,D,7,16,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,4,FC0054,D,A,9,20,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,5,FC0055,E,B,8,18,R,468.75,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,6,FC0056,A,B,7,15,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,7,FC0057,A,B,6,16,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,8,FC0058,A,B,7,15,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,9,FC0059,D,C,8,17,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
5,10,FC0060,B,E,9,20,R,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,1,FC0061,E,B,10,21,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,2,FC0062,B,A,7,15,P,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,3,FC0063,E,B,9,21,F,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,4,FC0064,E,A,12,25,R,400.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,5,FC0065,D,A,10,20,R,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,6,FC0066,C,A,8,19,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,7,FC0067,C,E,8,19,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,8,FC0068,E,C,10,20,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,9,FC0069,A,B,9,18,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
6,10,FC0070,D,E,9,17,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,1,FC0071,E,D,10,18,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,2,FC0072,A,D,12,22,P,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,3,FC0073,D,C,8,17,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,4,FC0074,E,D,10,18,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,5,FC0075,C,A,9,20,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,6,FC0076,B,D,10,20,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,7,FC0077,C,E,10,19,P,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,8,FC0078,D,A,10,22,R,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,9,FC0079,A,B,10,18,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
7,10,FC0080,A,E,12,24,F,400.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,1,FC0081,A,D,12,24,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,2,FC0082,C,E,12,22,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,3,FC0083,A,E,14,26,F,400.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,4,FC0084,C,B,9,19,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,5,FC0085,D,A,12,24,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,6,FC0086,B,D,12,21,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,7,FC0087,B,D,12,22,P,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,8,FC0088,E,C,10,20,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,9,FC0089,D,C,10,19,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
8,10,FC0090,E,D,11,20,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,1,FC0091,E,D,12,21,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,2,FC0092,E,C,13,24,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,3,FC0093,D,E,12,20,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,4,FC0094,D,C,10,18,R,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,5,FC0095,E,C,11,20,R,312.5,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,6,FC0096,A,B,11,21,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,7,FC0097,B,E,14,25,R,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,8,FC0098,D,A,13,25,R,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,9,FC0099,D,B,13,24,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
9,10,FC0100,C,A,11,21,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,1,FC0101,A,B,13,23,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,2,FC0102,B,D,14,25,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,3,FC0103,C,D,11,21,F,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,4,FC0104,E,D,12,21,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,5,FC0105,D,B,13,22,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,6,FC0106,C,E,14,25,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,7,FC0107,A,E,16,29,P,400.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,8,FC0108,D,C,11,19,R,156.25,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,9,FC0109,B,E,14,26,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
10,10,FC0110,C,B,13,22,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,1,FC0111,C,D,13,22,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,2,FC0112,D,E,12,22,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,3,FC0113,E,B,16,26,R,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,4,FC0114,E,D,13,23,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,5,FC0115,D,C,14,22,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,6,FC0116,B,E,16,27,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,7,FC0117,A,E,16,27,P,500.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,8,FC0118,A,E,15,28,F,500.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,9,FC0119,D,B,13,22,R,312.5,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
11,10,FC0120,A,B,14,22,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,1,FC0121,B,A,15,25,R,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,2,FC0122,C,E,16,27,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,3,FC0123,B,D,14,24,F,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,4,FC0124,C,B,14,23,F,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,5,FC0125,B,D,15,26,R,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,6,FC0126,C,E,16,25,R,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,7,FC0127,E,B,17,28,R,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,8,FC0128,E,D,15,24,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,9,FC0129,A,D,16,28,P,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
12,10,FC0130,A,D,16,26,P,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,1,FC0131,B,E,16,27,R,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,2,FC0132,A,D,17,28,F,300.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,3,FC0133,A,D,18,28,F,375.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,4,FC0134,C,B,16,24,R,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,5,FC0135,C,E,15,26,P,250.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,6,FC0136,A,B,16,24,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,7,FC0137,E,D,16,26,P,100.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,8,FC0138,C,A,17,28,F,200.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,9,FC0139,B,A,15,23,P,125.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
13,10,FC0140,E,A,18,31,R,400.0,"[{""probability"":0.4,""volume"":0},{""probability"":0.4,""volume"":1},{""probability"":0.2,""volume"":2}]"
