demand_id,volume,origin,destination,reservation_time,availability_time,due_time,category,fare_per_teu
K0105,1.0,C,A,10,14,23,R,250.0
K0106,1.0,D,B,10,12,22,F,250.0
K0107,1.0,A,D,10,14,25,F,300.0
K0108,2.0,C,E,10,12,21,P,312.5
K0109,2.0,D,B,10,12,23,R,250.0
K0110,2.0,E,B,10,14,24,R,375.0
K0111,1.0,C,D,11,14,24,P,100.0
K0112,2.0,D,C,11,12,22,R,125.0
K0113,1.0,C,D,11,13,23,P,100.0
K0114,2.0,A,B,11,13,23,P,100.0
K0115,1.0,D,C,11,14,24,R,100.0
K0116,2.0,A,B,11,13,22,F,100.0
K0117,1.0,A,B,11,13,22,P,100.0
K0118,1.0,D,E,11,14,24,R,100.0
K0119,2.0,C,B,11,12,21,P,125.0
K0120,1.0,D,C,11,12,21,F,125.0
K0121,1.0,C,B,12,13,23,R,125.0
K0122,2.0,A,C,12,16,25,P,250.0
K0123,2.0,E,B,12,15,26,P,375.0
K0124,2.0,D,A,12,17,29,F,300.0
K0125,1.0,C,B,12,15,24,R,100.0
K0126,1.0,B,A,12,15,24,F,100.0
K0127,2.0,A,D,12,15,25,F,468.75
K0128,1.0,D,C,12,13,23,P,125.0
K0129,1.0,D,C,12,14,24,P,100.0
K0130,1.0,C,D,12,13,23,P,125.0
K0131,1.0,D,E,13,15,24,P,100.0
K0132,1.0,D,C,13,14,22,F,156.25
K0133,1.0,E,B,13,16,27,R,375.0
K0134,1.0,A,B,13,16,24,F,125.0
K0135,1.0,A,D,13,18,30,P,300.0
K0136,1.0,B,A,13,14,23,P,125.0
K0137,1.0,B,D,13,16,27,R,200.0
K0138,1.0,E,C,13,15,24,P,312.5
K0139,2.0,C,D,13,14,24,R,125.0
K0140,1.0,B,C,13,15,24,R,100.0
K0141,1.0,D,E,14,16,26,P,100.0
K0142,1.0,D,A,14,17,27,R,468.75
K0143,2.0,C,D,14,15,24,F,125.0
K0144,1.0,E,D,14,17,26,P,100.0
K0145,1.0,E,A,14,18,30,R,500.0
K0146,1.0,C,E,14,16,25,F,312.5
K0147,2.0,E,C,14,18,27,P,250.0
K0148,1.0,A,D,14,18,30,P,300.0
K0149,2.0,D,B,14,17,28,R,200.0
K0150,1.0,B,E,14,19,30,F,300.0
K0151,1.0,C,D,15,18,28,F,100.0
K0152,2.0,E,C,15,18,27,R,250.0
K0153,1.0,A,E,15,19,32,F,500.0
K0154,2.0,C,A,15,19,29,F,200.0
K0155,2.0,A,C,15,17,27,R,250.0
K0156,1.0,E,B,15,19,30,P,300.0
K0157,2.0,B,E,15,18,28,F,468.75
K0158,2.0,D,A,15,19,29,R,375.0
K0159,1.0,A,E,15,19,31,F,500.0
K0160,1.0,B,D,15,18,27,P,250.0
K0161,1.0,A,B,16,17,26,F,125.0
K0162,1.0,D,B,16,19,30,R,200.0
K0163,1.0,E,A,16,21,33,P,400.0
K0164,1.0,E,A,16,21,32,F,500.0
K0165,1.0,B,C,16,19,27,P,125.0
K0166,1.0,B,A,16,17,25,P,156.25
K0167,1.0,D,A,16,21,31,R,375.0
K0168,1.0,C,A,16,18,27,P,312.5
K0169,1.0,E,C,16,18,29,P,250.0
K0170,1.0,D,C,16,19,27,R,125.0
K0171,1.0,C,E,17,19,28,R,312.5
K0172,2.0,C,A,17,20,29,F,250.0
K0173,1.0,D,A,17,20,30,R,468.75
K0174,1.0,B,D,17,20,31,P,200.0
K0175,1.0,E,C,17,21,31,F,200.0
K0176,2.0,B,C,17,18,27,P,125.0
K0177,1.0,D,E,17,20,30,F,100.0
K0178,2.0,D,C,17,18,27,F,125.0
K0179,1.0,B,D,17,21,31,R,200.0
K0180,1.0,B,D,17,19,30,P,250.0
K0181,1.0,E,A,18,22,35,F,500.0
K0182,1.0,C,D,18,21,30,F,100.0
K0183,2.0,D,A,18,23,34,R,300.0
K0184,1.0,C,D,18,19,29,P,125.0
K0185,2.0,D,E,18,20,28,F,125.0
K0186,1.0,B,C,18,20,28,P,125.0
K0187,1.0,C,A,18,22,33,P,200.0
K0188,2.0,C,E,18,21,32,P,200.0
K0189,1.0,A,E,18,23,34,R,500.0
K0190,1.0,E,B,18,21,33,P,375.0
K0191,1.0,D,B,19,23,34,F,200.0
K0192,1.0,D,B,19,21,30,F,312.5
K0193,1.0,B,C,19,20,30,R,125.0
K0194,2.0,B,A,19,21,31,P,100.0
K0195,2.0,A,C,19,23,33,F,200.0
K0196,2.0,B,E,19,23,35,F,300.0
K0197,2.0,A,E,19,23,36,F,500.0
K0198,1.0,E,B,19,24,35,P,300.0
K0199,1.0,B,A,19,22,30,R,125.0
K0200,2.0,A,C,19,21,32,R,250.0
K0201,1.0,E,C,20,23,33,F,200.0
K0202,1.0,C,D,20,23,31,P,125.0
K0203,2.0,A,D,20,25,36,P,300.0
K0204,1.0,C,D,20,22,31,F,100.0
K0205,1.0,D,B,20,23,34,F,200.0
K0206,1.0,D,B,20,24,35,F,200.0
K0207,1.0,C,A,20,22,32,P,250.0
K0208,1.0,D,C,20,21,31,R,125.0
K0209,1.0,A,C,20,23,32,R,250.0
K0210,1.0,C,A,20,23,32,F,250.0
K0211,2.0,D,B,21,25,35,R,200.0
K0212,1.0,D,C,21,24,32,F,125.0
K0213,1.0,C,A,21,25,34,R,250.0
K0214,2.0,D,A,21,26,36,R,375.0
K0215,1.0,B,D,21,25,34,P,250.0
K0216,2.0,A,E,21,26,37,F,500.0
K0217,1.0,D,E,21,24,32,P,125.0
K0218,1.0,B,A,21,22,31,F,125.0
K0219,1.0,E,A,21,25,36,R,625.0
K0220,1.0,E,D,21,22,31,P,125.0
K0221,1.0,E,D,22,23,33,P,125.0
K0222,2.0,B,D,22,24,33,R,312.5
K0223,2.0,C,D,22,25,33,R,125.0
K0224,1.0,D,E,22,25,33,R,125.0
K0225,1.0,A,C,22,25,34,P,250.0
K0226,1.0,D,B,22,25,36,R,200.0
K0227,2.0,C,D,22,24,34,F,100.0
K0228,2.0,B,D,22,26,36,F,200.0
K0229,2.0,C,E,22,25,36,R,200.0
K0230,1.0,E,B,22,25,35,R,468.75
K0231,2.0,C,A,23,26,35,R,250.0
K0232,2.0,B,C,23,24,34,R,125.0
K0233,1.0,E,C,23,25,35,F,250.0
K0234,1.0,C,E,23,26,35,P,250.0
K0235,1.0,B,E,23,28,40,F,300.0
K0236,2.0,D,B,23,27,36,F,250.0
K0237,1.0,B,C,23,26,35,P,100.0
K0238,1.0,E,B,23,26,38,R,375.0
K0239,1.0,A,D,23,26,37,R,375.0
K0240,1.0,E,C,23,27,36,F,250.0
K0241,1.0,A,D,24,29,39,R,375.0
K0242,1.0,B,E,24,27,37,P,468.75
K0243,2.0,C,B,24,25,34,P,125.0
K0244,1.0,C,B,24,25,35,P,125.0
K0245,2.0,D,B,24,26,37,F,250.0
K0246,2.0,A,C,24,27,37,R,200.0
K0247,2.0,D,B,24,27,37,F,200.0
K0248,1.0,D,B,24,26,36,F,250.0
K0249,1.0,E,A,24,30,42,F,400.0
K0250,1.0,C,A,24,26,37,R,250.0
K0251,1.0,D,C,25,28,37,R,100.0
K0252,1.0,B,C,25,27,37,F,100.0
K0253,1.0,D,B,25,27,36,R,312.5
K0254,1.0,B,A,25,27,37,F,100.0
K0255,1.0,D,C,25,27,37,R,100.0
K0256,1.0,D,B,25,27,37,R,250.0
K0257,1.0,E,D,25,27,37,F,100.0
K0258,1.0,A,D,25,29,40,R,300.0
K0259,1.0,A,D,25,28,39,P,375.0
K0260,2.0,C,A,25,28,37,P,250.0
K0261,1.0,B,C,26,27,35,R,156.25
K0262,2.0,B,A,26,28,36,R,125.0
K0263,2.0,B,C,26,27,35,R,156.25
K0264,1.0,A,E,26,32,43,F,500.0
K0265,1.0,B,C,26,29,37,F,125.0
K0266,1.0,A,D,26,31,41,F,375.0
K0267,2.0,D,B,26,28,38,F,250.0
K0268,1.0,D,B,26,29,38,P,250.0
K0269,1.0,B,A,26,27,37,P,125.0
K0270,2.0,B,C,26,28,38,P,100.0
K0271,1.0,E,A,27,31,43,P,500.0
K0272,2.0,B,D,27,30,40,P,200.0
K0273,2.0,B,E,27,30,42,R,375.0
K0274,1.0,A,C,27,31,41,P,200.0
K0275,1.0,D,E,27,28,36,P,156.25
K0276,1.0,D,A,27,30,40,F,468.75
K0277,1.0,B,E,27,32,42,P,375.0
K0278,1.0,C,E,27,30,40,F,200.0
K0279,1.0,D,E,27,28,37,F,125.0
K0280,1.0,D,C,27,30,38,F,125.0
K0281,1.0,C,D,28,30,39,P,100.0
K0282,1.0,A,E,28,32,44,F,500.0
K0283,2.0,B,D,28,31,41,F,200.0
K0284,2.0,B,C,28,31,41,F,100.0
K0285,1.0,E,B,28,33,45,F,300.0
K0286,2.0,A,D,28,31,42,R,375.0
K0287,2.0,C,E,28,30,41,F,250.0
K0288,1.0,D,C,28,30,40,F,100.0
K0289,2.0,E,C,28,32,43,P,200.0
K0290,1.0,B,C,28,30,40,F,100.0
K0291,1.0,A,C,29,31,40,P,312.5
K0292,1.0,E,A,29,34,45,R,500.0
K0293,1.0,B,D,29,33,44,F,200.0
K0294,1.0,A,B,29,30,39,R,125.0
K0295,2.0,D,C,29,30,38,F,156.25
K0296,1.0,D,B,29,31,41,F,250.0
K0297,1.0,A,E,29,34,47,R,400.0
K0298,2.0,B,D,29,33,44,R,200.0
K0299,1.0,A,E,29,34,45,P,500.0
K0300,2.0,E,A,29,34,45,F,500.0
K0301,2.0,D,C,30,33,41,F,125.0
K0302,1.0,E,D,30,33,43,P,100.0
K0303,1.0,E,B,30,34,45,R,300.0
K0304,1.0,D,C,30,31,40,R,125.0
K0305,2.0,A,C,30,34,44,R,200.0
K0306,1.0,A,C,30,34,44,R,200.0
K0307,1.0,C,B,30,32,41,P,100.0
K0308,1.0,D,B,30,33,44,R,200.0
K0309,2.0,C,B,30,31,40,F,125.0
K0310,1.0,E,D,30,33,42,P,100.0
K0311,1.0,A,E,31,37,50,R,400.0
K0312,2.0,A,C,31,34,45,P,200.0
K0313,2.0,C,D,31,33,42,P,100.0
K0314,1.0,E,A,31,37,49,R,400.0
K0315,1.0,A,D,31,34,44,F,468.75
K0316,1.0,C,E,31,33,43,R,250.0
K0317,2.0,C,A,31,34,44,P,200.0
K0318,1.0,C,E,31,34,43,P,250.0
K0319,1.0,A,C,31,33,43,R,250.0
K0320,2.0,C,E,31,35,44,F,250.0
K0321,1.0,C,D,32,35,44,R,100.0
K0322,2.0,E,B,32,35,47,R,375.0
K0323,1.0,B,E,32,37,48,P,300.0
K0324,1.0,E,B,32,36,48,R,300.0
K0325,1.0,C,E,32,34,43,F,312.5
K0326,1.0,B,E,32,36,48,R,300.0
K0327,2.0,D,E,32,34,44,P,100.0
K0328,2.0,C,A,32,34,43,P,312.5
K0329,2.0,E,D,32,35,44,F,100.0
K0330,1.0,B,C,32,35,44,P,100.0
K0331,1.0,B,D,33,37,47,R,200.0
K0332,1.0,D,C,33,35,45,R,100.0
K0333,2.0,A,E,33,37,50,F,500.0
K0334,2.0,B,A,33,34,43,P,125.0
K0335,2.0,B,D,33,36,45,R,250.0
K0336,2.0,B,C,33,35,45,F,100.0
K0337,1.0,B,D,33,35,45,F,250.0
K0338,1.0,E,D,33,34,42,P,156.25
K0339,1.0,A,B,33,36,45,F,100.0
K0340,1.0,A,E,33,39,52,F,400.0
K0341,2.0,C,D,34,35,44,F,125.0
K0342,1.0,D,A,34,39,50,F,300.0
K0343,2.0,D,C,34,37,47,F,100.0
K0344,2.0,E,C,34,38,47,R,250.0
K0345,2.0,E,B,34,38,49,P,300.0
K0346,2.0,B,C,34,37,46,R,100.0
K0347,1.0,D,C,34,37,45,R,125.0
K0348,1.0,D,B,34,36,47,P,250.0
K0349,1.0,A,B,34,37,45,F,125.0
K0350,2.0,C,A,34,38,48,R,200.0
K0351,2.0,A,E,35,39,51,R,500.0
K0352,2.0,C,B,35,37,46,F,100.0
K0353,1.0,D,E,35,36,45,F,125.0
K0354,2.0,B,C,35,38,46,F,125.0
K0355,2.0,D,C,35,37,46,R,100.0
K0356,1.0,A,E,35,39,50,F,625.0
K0357,1.0,D,E,35,37,47,P,100.0
K0358,1.0,A,E,35,39,50,F,625.0
K0359,2.0,E,C,35,37,46,F,312.5
K0360,1.0,A,D,35,40,51,F,300.0
K0361,2.0,D,B,36,39,48,P,250.0
K0362,1.0,E,D,36,38,46,F,125.0
K0363,2.0,E,A,36,41,54,P,400.0
K0364,1.0,C,E,36,38,48,F,250.0
K0365,2.0,C,D,36,38,48,P,100.0
K0366,1.0,E,B,36,41,52,R,300.0
K0367,1.0,E,A,36,42,55,F,400.0
K0368,1.0,C,E,36,39,49,R,200.0
K0369,2.0,B,D,36,38,48,F,250.0
K0370,1.0,C,B,36,38,47,F,100.0
K0371,1.0,E,D,37,39,47,R,125.0
K0372,1.0,E,A,37,42,53,F,500.0
K0373,1.0,B,C,37,39,47,R,125.0
K0374,1.0,D,A,37,41,53,R,300.0
K0375,1.0,C,A,37,40,51,F,200.0
K0376,1.0,B,A,37,39,48,P,100.0
K0377,1.0,A,B,37,38,47,F,125.0
K0378,2.0,C,E,37,39,49,R,250.0
K0379,1.0,B,C,37,39,47,F,125.0
K0380,2.0,B,A,37,38,48,P,125.0
K0381,1.0,C,E,38,41,51,F,200.0
K0382,1.0,C,B,38,39,47,P,156.25
K0383,1.0,B,A,38,39,47,R,156.25
K0384,2.0,C,B,38,39,49,F,125.0
K0385,1.0,D,C,38,40,49,F,100.0
K0386,2.0,E,C,38,40,50,P,250.0
K0387,2.0,B,A,38,41,49,P,125.0
K0388,1.0,A,E,38,44,55,P,500.0
K0389,2.0,B,A,38,41,49,F,125.0
K0390,1.0,D,A,38,41,52,R,375.0
K0391,1.0,B,D,39,42,53,R,200.0
K0392,2.0,D,B,39,42,51,R,250.0
K0393,2.0,E,A,39,43,56,F,500.0
K0394,2.0,A,B,39,41,49,R,125.0
K0395,1.0,B,C,39,40,50,P,125.0
K0396,1.0,D,A,39,44,54,R,375.0
K0397,1.0,D,B,39,41,52,P,250.0
K0398,2.0,C,A,39,43,54,R,200.0
K0399,1.0,E,D,39,40,48,F,156.25
K0400,1.0,E,A,39,43,55,R,500.0
K0401,1.0,B,A,40,43,53,R,100.0
K0402,1.0,C,E,40,43,53,P,200.0
K0403,2.0,C,D,40,42,50,F,125.0
K0404,1.0,B,C,40,41,49,R,156.25
K0405,1.0,B,D,40,43,54,P,200.0
K0406,2.0,C,A,40,43,53,F,200.0
K0407,2.0,D,A,40,45,55,P,375.0
K0408,1.0,B,A,40,41,50,R,125.0
K0409,1.0,D,A,40,45,57,R,300.0
K0410,2.0,B,A,40,42,50,F,125.0
K0411,2.0,B,C,41,43,51,P,125.0
K0412,1.0,D,E,41,43,53,R,100.0
K0413,2.0,D,E,41,42,52,R,125.0
K0414,2.0,E,B,41,44,56,R,375.0
K0415,1.0,B,D,41,43,52,F,312.5
K0416,2.0,C,A,41,44,55,R,200.0
K0417,2.0,E,D,41,42,51,R,125.0
K0418,1.0,B,A,41,44,54,P,100.0
K0419,1.0,E,A,41,45,58,R,500.0
K0420,1.0,D,E,41,43,53,F,100.0
K0421,1.0,D,A,42,47,57,P,375.0
K0422,1.0,C,E,42,44,55,F,250.0
K0423,2.0,A,D,42,47,59,R,300.0
K0424,1.0,B,E,42,46,56,P,375.0
K0425,1.0,C,E,42,45,55,P,200.0
K0426,2.0,B,C,42,43,53,F,125.0
K0427,2.0,C,D,42,45,54,F,100.0
K0428,2.0,C,B,42,44,52,P,125.0
K0429,2.0,C,A,42,45,55,P,200.0
K0430,2.0,C,B,42,44,53,R,100.0
K0431,2.0,D,E,43,44,52,F,156.25
K0432,1.0,A,C,43,47,56,F,250.0
K0433,2.0,E,A,43,49,61,P,400.0
K0434,1.0,E,A,43,49,60,F,500.0
K0435,2.0,C,E,43,46,55,P,250.0
K0436,1.0,A,E,43,49,60,R,500.0
K0437,2.0,B,E,43,46,56,R,468.75
K0438,2.0,E,D,43,46,54,P,125.0
K0439,2.0,A,B,43,44,53,P,125.0
K0440,1.0,D,C,43,45,54,P,100.0
K0441,2.0,D,E,44,47,57,P,100.0
K0442,1.0,E,C,44,48,59,F,200.0
K0443,1.0,D,A,44,49,60,R,300.0
K0444,2.0,E,A,44,49,62,P,400.0
K0445,1.0,A,C,44,46,56,P,250.0
K0446,1.0,E,D,44,47,57,P,100.0
K0447,1.0,B,E,44,47,59,P,375.0
K0448,2.0,D,A,44,49,59,P,375.0
K0449,2.0,D,E,44,47,57,P,100.0
K0450,1.0,C,B,44,45,55,R,125.0
K0451,2.0,E,C,45,47,56,F,312.5
K0452,1.0,E,D,45,47,55,P,125.0
K0453,1.0,B,D,45,47,58,F,250.0
K0454,1.0,A,E,45,51,62,P,500.0
K0455,1.0,A,D,45,50,61,F,300.0
K0456,2.0,E,A,45,49,60,P,625.0
K0457,2.0,B,E,45,49,59,P,375.0
K0458,1.0,A,E,45,51,62,P,500.0
K0459,1.0,A,D,45,50,62,R,300.0
K0460,2.0,E,A,45,50,62,F,400.0
K0461,1.0,A,C,46,50,61,P,200.0
K0462,1.0,A,E,46,50,63,F,500.0
K0463,2.0,D,B,46,48,58,F,250.0
K0464,2.0,D,B,46,48,57,F,312.5
K0465,2.0,C,A,46,48,57,R,312.5
K0466,2.0,C,A,46,49,58,F,250.0
K0467,1.0,D,B,46,50,61,P,200.0
K0468,1.0,B,A,46,49,58,P,100.0
K0469,1.0,C,D,46,49,57,P,125.0
K0470,1.0,A,E,46,51,63,R,400.0
K0471,1.0,E,C,47,49,59,R,250.0
K0472,2.0,E,D,47,50,60,R,100.0
K0473,2.0,E,C,47,50,61,F,200.0
K0474,1.0,B,A,47,48,56,P,156.25
K0475,1.0,C,B,47,50,60,F,100.0
K0476,1.0,C,B,47,48,58,F,125.0
K0477,1.0,B,D,47,50,59,F,250.0
K0478,2.0,A,C,47,50,60,R,200.0
K0479,1.0,E,A,47,51,64,F,500.0
K0480,2.0,E,B,47,52,64,P,300.0
K0481,1.0,C,B,48,50,59,F,100.0
K0482,1.0,E,C,48,51,61,F,200.0
K0483,1.0,B,D,48,52,61,F,250.0
K0484,1.0,E,A,48,53,66,P,400.0
K0485,1.0,D,A,48,53,65,R,300.0
K0486,1.0,B,E,48,51,62,F,375.0
K0487,1.0,C,D,48,50,59,R,100.0
K0488,1.0,D,C,48,49,59,P,125.0
K0489,2.0,B,D,48,50,61,F,250.0
K0490,1.0,A,B,48,50,60,F,100.0
K0491,1.0,E,B,49,53,64,R,300.0
K0492,1.0,E,D,49,52,61,F,100.0
K0493,1.0,D,A,49,52,62,R,468.75
K0494,2.0,C,B,49,52,61,F,100.0
K0495,1.0,E,C,49,51,60,F,312.5
K0496,1.0,C,E,49,53,63,R,200.0
K0497,2.0,D,E,49,51,60,P,100.0
K0498,1.0,D,B,49,51,62,R,250.0
K0499,1.0,B,E,49,53,63,F,375.0
K0500,2.0,C,E,49,53,64,R,200.0
K0501,2.0,E,D,50,53,62,P,100.0
K0502,1.0,B,D,50,54,64,R,200.0
K0503,1.0,D,E,50,53,61,R,125.0
K0504,2.0,B,E,50,54,64,P,375.0
K0505,2.0,D,B,50,54,65,P,200.0
K0506,1.0,E,A,50,56,69,F,400.0
K0507,1.0,A,E,50,55,66,P,500.0
K0508,1.0,D,E,50,52,61,F,100.0
K0509,1.0,B,D,50,52,61,R,312.5
K0510,1.0,C,D,50,53,61,F,125.0
K0511,1.0,C,A,51,55,65,F,200.0
K0512,1.0,A,D,51,56,67,P,300.0
K0513,1.0,E,A,51,57,68,F,500.0
K0514,1.0,E,B,51,56,68,P,300.0
K0515,1.0,C,B,51,52,60,F,156.25
K0516,1.0,C,B,51,52,62,R,125.0
K0517,1.0,B,E,51,55,67,P,300.0
K0518,1.0,B,D,51,54,64,F,200.0
K0519,1.0,A,C,51,54,64,F,200.0
K0520,2.0,E,A,51,56,67,F,500.0
K0521,1.0,A,C,52,55,65,R,200.0
K0522,1.0,E,A,52,58,71,F,400.0
K0523,2.0,A,D,52,57,67,F,375.0
K0524,1.0,E,B,52,56,66,F,375.0
K0525,2.0,D,C,52,53,63,P,125.0
K0526,1.0,D,C,52,55,63,R,125.0
K0527,1.0,C,E,52,54,64,F,250.0
K0528,1.0,D,B,52,55,65,F,200.0
K0529,2.0,C,D,52,53,62,R,125.0
K0530,2.0,D,B,52,56,67,P,200.0
K0531,1.0,D,E,53,55,65,F,100.0
K0532,2.0,B,D,53,56,66,R,200.0
K0533,1.0,B,A,53,55,65,F,100.0
K0534,1.0,D,B,53,55,64,P,312.5
K0535,2.0,C,D,53,56,64,R,125.0
K0536,1.0,D,E,53,55,65,F,100.0
K0537,1.0,C,A,53,57,67,F,200.0
K0538,1.0,D,C,53,54,62,P,156.25
K0539,1.0,D,A,53,56,66,R,468.75
K0540,2.0,A,D,53,57,67,R,375.0
K0541,1.0,E,A,54,58,71,P,500.0
K0542,1.0,A,C,54,57,67,R,200.0
K0543,1.0,C,E,54,57,68,F,200.0
K0544,1.0,A,E,54,59,70,P,500.0
K0545,2.0,E,C,54,58,67,P,250.0
K0546,2.0,C,A,54,56,67,R,250.0
K0547,1.0,D,E,54,55,65,P,125.0
K0548,1.0,D,A,54,59,71,R,300.0
K0549,1.0,C,A,54,57,68,P,200.0
K0550,1.0,B,C,54,55,63,P,156.25
K0551,1.0,E,B,55,60,70,P,375.0
K0552,2.0,A,D,55,59,70,P,300.0
K0553,1.0,E,D,55,56,64,F,156.25
K0554,2.0,E,C,55,59,69,R,200.0
K0555,1.0,B,D,55,57,67,P,250.0
K0556,1.0,B,A,55,58,67,F,100.0
K0557,1.0,D,A,55,60,70,P,375.0
K0558,1.0,D,E,55,56,65,F,125.0
K0559,2.0,A,D,55,58,70,P,375.0
K0560,2.0,A,E,55,60,73,R,400.0
K0561,1.0,A,E,56,61,72,F,500.0
K0562,1.0,A,B,56,57,65,P,156.25
K0563,1.0,A,D,56,59,70,F,375.0
K0564,2.0,B,A,56,57,67,F,125.0
K0565,1.0,A,C,56,59,70,P,200.0
K0566,1.0,D,B,56,59,70,P,200.0
K0567,1.0,C,E,56,60,69,F,250.0
K0568,2.0,B,C,56,59,68,R,100.0
K0569,2.0,D,E,56,57,67,R,125.0
K0570,1.0,D,B,56,59,70,P,200.0
K0571,1.0,D,A,57,60,72,F,375.0
K0572,2.0,D,A,57,62,74,P,300.0
K0573,1.0,D,B,57,60,71,F,200.0
K0574,2.0,E,C,57,60,70,R,200.0
K0575,2.0,B,A,57,58,68,F,125.0
K0576,1.0,B,E,57,62,73,F,300.0
K0577,1.0,D,C,57,59,67,P,125.0
K0578,1.0,B,E,57,62,74,F,300.0
K0579,1.0,E,B,57,62,73,R,300.0
K0580,1.0,E,A,57,63,74,R,500.0
